tweetid,user,content,date,lang,sentiment
769903961507762176,16112421,enormes @alo_oficial y @lewishamilton buena carrera hoy en spa,2016-08-28 14:26:23+00:00,es,1
769900426867175424,2809090109,@javiercastro96 por supuesto amigo mi que pases buen domingo,2016-08-28 14:12:20+00:00,es,1
769899057586249728,156834256,@salvaroj la experiencia en mi centro es que los docentes (en la medida de nuestras posibilidades las llevamos a cabo habitualmente,2016-08-28 14:06:54+00:00,es,1
769909114109648896,171475134,gracias por compartir querido pepin  @cliftjose,2016-08-28 14:46:51+00:00,es,1
769896391938375680,348952892,"a piper no le gusta que robe en las casas ni a la gente, piper se ha ido a la basura junto a albondiga",2016-08-28 13:56:18+00:00,es,0
769620703301828608,388934098,"@evilafm @riotsh4rin nuestro 24 horas solidario lo hacemos turnandonos para dormir, yo no apoyaria mucho algo tan poco salubre",2016-08-27 19:40:49+00:00,es,0
769607802608357376,1258019696,"@bigzetayt @weastbrook que yo recuerde mourinho gano una liga,el barça dos,los dos una copa del rey y el barça se llevo una champions",2016-08-27 18:49:33+00:00,es,none
769599499027279872,245414893,"@eldesmarque_vcf pero nos falta un tio que meta gol, y el cabron de alcacer ya no esta  haber ahora",2016-08-27 18:16:33+00:00,es,0
769599335092944896,998099436,lo mas gracioso que si no defiendes/apoyas/eres activista del feminismo pues ya eres un machista opresor,2016-08-27 18:15:54+00:00,es,0
769598638007939072,3293916292,@saez_cristina @muyinteresante @fairphone genial  esta genial que la gente conozca un poco mas estas alternativas,2016-08-27 18:13:08+00:00,es,1
769598400572624896,245414893,@ciberchenet porque nunca nos toca un arbitro bueno hay alguno que sea bueno para el valencia,2016-08-27 18:12:11+00:00,es,0
769602909571022848,274604904,"@mrsantiagus tranquilo, que yo si que te vi la unica vez que he ido a chocochurros pero no sabia quien eras todavia jajaj",2016-08-27 18:30:06+00:00,es,neu
769597539305791488,170288785,"@masrazonqunsant entro el golpe,limpio como una mañana de primavera",2016-08-27 18:08:46+00:00,es,neu
769623178666733568,568310572,"nunca he tenido esta sensacion, me la harias sentir es muy importante para mi blas @blasauryn  followspree",2016-08-27 19:50:39+00:00,es,neu
769580253459148800,2967917806,@idolsftdjom @_jesus_om @danieloviedom obviamente tia jajajajaja q soy la mayor  osqqqqq pero venir ya ofu,2016-08-27 17:00:05+00:00,es,none
769912424677924864,4252859182,@zimlaar solo te preocupa el numero de followers me lo imaginaba jaja ellos mismos piden que haga quedada,2016-08-28 15:00:00+00:00,es,neu
769782206021632000,820339878,@casanovasrichy  buenos dias y feliz domingo  abrazo♡,2016-08-28 06:22:34+00:00,es,1
769830949156773888,173816996,"lo de quedarse sola en casa sonaba a planazo de domingo, hasta que me doy cuenta de que no hay dulces en casa",2016-08-28 09:36:15+00:00,es,0
769818730511659008,208742498,@liederabendcat muchaas y algunas muy bonitaas pero es verdad que se tiende a interpretar los 40 principales,2016-08-28 08:47:42+00:00,es,neu
769808386519101440,2313533023,hoy queremos felicitar por su cumple a una de las mejores personas que hemos conocido gracia al pade rafaguerrero  @planetapadel,2016-08-28 08:06:36+00:00,es,1
772410757115944960,866335724,la figura de magearna se esta retrasando un poco es raro en ese vendedor  aunque normalmente le pido un pack grande,2016-09-04 12:27:29+00:00,es,0
772409576381644800,415845535,que bonito fue aquel mes en el que vivi sola y nadie me hacia un interrogatorio cada vez que llegaba a casa,2016-09-04 12:22:48+00:00,es,0
772549660653355008,366181916,"@nkhrapblaq bueno, yo voy por la mañana a madrid pero intentare ir o si no nos vemos en la cola que fijo me pasare",2016-09-04 21:39:27+00:00,es,none
772547740081524736,2446351,@manowl @lugaricano pero es absurdo y mas si argumentamos que muchos españoles se ven obligados a salir de españa,2016-09-04 21:31:49+00:00,es,0
772539643720007680,2280859862,hola @tonyaguilarofi nos gustaria escuchar unminutosindolor nuevo single promocional de @dulcemaria en 40globalshow51 @40globalshow,2016-09-04 20:59:38+00:00,es,1
772552969271255040,4692847406,"@advystyles guitar ya sabes que hacer el otro dia estuve en llamada contigo por green a ver si unas publicas, aun que sea malo",2016-09-04 21:52:35+00:00,es,neu
772552312573325312,250273703,@onesecondft5d ya esta preparando cosillas nuevas jeje,2016-09-04 21:49:59+00:00,es,1
771426766300872704,487586120,"@francishd3 en octubre hare cositas, un fuerte abrazo",2016-09-01 19:17:28+00:00,es,1
771439744446234624,602014163,@jpablobece  la tengo que retomar que tal la segunda temporada a @crevillo le ha flipado pero q opinas tu que carlos no es de fiar,2016-09-01 20:09:02+00:00,es,neu
771441410071560192,716706092,"@kidrauhlsolotu mira,asi haces ejercicio jajaja",2016-09-01 20:15:39+00:00,es,1
771464641780285440,540913268,@5555selulopez @ideal_granada y quien va a pagar una multa de 3000 euros tan facil como ir al ayuntamiento y declararse insolvente,2016-09-01 21:47:58+00:00,es,0
771438847104278528,423730747,"por cierto, @carbonelljulia, este año estoy en el grupo 2 de interpretacion, asi que no te veo tampoco en las dos horas esas",2016-09-01 20:05:28+00:00,es,0
771436170706313216,1413327042,@mery_nasu nuestras mentes estan conectadas gracias a nuestro negativismo,2016-09-01 19:54:50+00:00,es,neu
770675440138776576,3087162463,"gracias a toda la gente que dio rt a mi mensaje de buscar clan he conseguido ser suplente adc en dragonszgaming,con ganas",2016-08-30 17:31:58+00:00,es,1
770750396314882048,564946577,1477 no pero porque apenas hay confi,2016-08-30 22:29:48+00:00,es,0
770740237941280768,2254156004,@elordenmundial @luisalisferrer @bbcworld ninguno obligatorio si tienes polla,2016-08-30 21:49:27+00:00,es,none
770746512309641216,1063518414,pa kuando la siguiente temporada de rick y morty,2016-08-30 22:14:22+00:00,es,0
770746453262229504,1063518414,pa kuando la siguiente temporada de juego de tronos,2016-08-30 22:14:08+00:00,es,0
770746150341189632,1063518414,pa kuando la siguiente temporada de orphan black,2016-08-30 22:12:56+00:00,es,0
770742913684873216,703659385,votado en este no en el otro,2016-08-30 22:00:04+00:00,es,none
770742343741935616,970616078,@juliarguezzz7 yo me las puse y acto seguido me las quite por que no era capaz de desbloquear el movil ajjajajja,2016-08-30 21:57:49+00:00,es,0
770747892785184768,2663773465,@estuffaxd -que labios -que pelo -pienso que nos llevariamos -bien,2016-08-30 22:19:52+00:00,es,1
772422657077805056,4494628941,"me encanta cuando alguien viene a comer, y cuando empiezan a hablar de mis decisiones academicas y tengo que irme para no explotar",2016-09-04 13:14:47+00:00,es,0
772421566026113024,1348393310,"@a3noticias @tv3cat que desproposito, no invitar a @krls al g20   estoy indignado tiene que ser 1 error",2016-09-04 13:10:26+00:00,es,0
772435799988178944,3293380703,@srtamusic @mllegardevoir no tengo la lejia seria un buen sustituto,2016-09-04 14:07:00+00:00,es,none
772400193765597184,248719188,@anitlunia @sr_benzal al final el pavo se ha ido muy enfadado y la tia arrastrandose pidiendo que no lo hiciese me parece muy patetico,2016-09-04 11:45:31+00:00,es,0
772397615501762560,1443896754,@btwd_band @notengodinero @sxrcxstrxphx cabrones que sabeis que soy pobre,2016-09-04 11:35:16+00:00,es,0
772497616672321536,157338892,@auropgtez pero despues de ducharme tampoco se queda asi,2016-09-04 18:12:38+00:00,es,0
772493963290873856,2962752227,@tenistachanel quizas probare eso que sera mas cuota  thanks,2016-09-04 17:58:07+00:00,es,neu
772506009118072832,446120051,"las partidas en la beta de battlefield 1 con amigos son lo mejor del mundo, las risas que me echo no son normales",2016-09-04 18:45:59+00:00,es,1
772043224714190848,89293443,"@enricaar @aurearamon @congreso_es @esquerra_erc @gabrielrufian el sigu escuela y administracion trilingüe  le parece  ""somescola""",2016-09-03 12:07:03+00:00,es,none
772042621137084416,197917216,"me afeite hace dos dias y no me puedo arrepentir mas ahora aprece que tengo 5 años, y no me toman en serio",2016-09-03 12:04:39+00:00,es,0
772042274150686720,478965894,@rosabhernando tia que va ella y @freethenacho de telonero y hoy cena tt que maaal  (he escrito mal y el corrector a puesto nasal,2016-09-03 12:03:16+00:00,es,0
772029348056535040,325518517,"y tan amargado, porque no me lo chupan",2016-09-03 11:11:54+00:00,es,0
772028149056012288,17322666,@radiocable siempre caen los mejores  suerte,2016-09-03 11:07:08+00:00,es,1
772026581724332032,3384370037,la vida me tiene muy confundida,2016-09-03 11:00:55+00:00,es,0
772025757321363456,442100979,@msvelouria21 pero pero porque eres muy guapa,2016-09-03 10:57:38+00:00,es,1
772079720821301248,435287215,"@pesprimicias gran noticia, es algo de lo que me he quejado en mis videos, sobretodo las perdidas frecuentes de balon de la defensa",2016-09-03 14:32:04+00:00,es,0
772057092568018944,110294749,@chaendlerbean agradecidos nos miras con buenos ojos  @ivanlibreros95,2016-09-03 13:02:09+00:00,es,1
772081347032743936,131465556,@anna_tb para mi no son feas  hay feas y bonitas te salvas de arder en el infierno por hetero,2016-09-03 14:38:32+00:00,es,neu
772075430220267520,2554752583,"hohenheim - me fui por tabaco y me converti en una piedra filosofal - ""ed me llamo papa"" - mori con una sonrisa  https://tco/gojtourbfj",2016-09-03 14:15:01+00:00,es,none
772073446150959104,1657591,"@david_bonilla no poderme quedar el sabado al evento familiar de la @tarugoconf me jode, pero la familia me necesita en bcn",2016-09-03 14:07:08+00:00,es,0
772055662339784704,635624391,@caspitoo pero eso no es abstracto,2016-09-03 12:56:28+00:00,es,none
772515729686003712,140172441,@estefaniajoaq @davidcacho las politicas del pp puede ser discutibles  pero estos politicos son de lo que no hay quw gente,2016-09-04 19:24:37+00:00,es,0
772376382995300352,314723391,"@falcaide muchas gracias, francisco feliz dia",2016-09-04 10:10:54+00:00,es,1
772521392331972608,921582896,"@lttgrl  hmmm pues no se como poder ayudarte mas , a veces es cierto que cuando estoy muy cabreado ni mi truco me sirve",2016-09-04 19:47:07+00:00,es,0
772522938327334912,406158935,"penoso lo de hoy, pensando en que hacer en el futuro gracias a toda la gente que ha estado en el stream",2016-09-04 19:53:15+00:00,es,neu
772528063313809408,313205473,sensacionalismo barato como echo de menos milenio 3,2016-09-04 20:13:37+00:00,es,0
772530539475693568,2190024212,@darkportu ya ya pero aun asi no me convencio,2016-09-04 20:23:28+00:00,es,0
772537325305946112,406263127,"@viikarii relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes",2016-09-04 20:50:26+00:00,es,0
772534279876317184,150833538,@nachomarchal y que lo digas un dia ves una meta inalcanzable y al poco estas luchando por la siguiente,2016-09-04 20:38:19+00:00,es,1
772474830620860416,836359723,en la bañera ahogada sueño hecho realidad pls,2016-09-04 16:42:06+00:00,es,neu
772474018490359808,2337961695,tan ridiculo como que llegueis a un movimiento que no es vuestro y trateis de hacerlo todo a vuestro puñetero gusto,2016-09-04 16:38:52+00:00,es,0
772473785995894784,54569424,hoy es mi ultimo dia de vacaciones y lo mas emocionante de mi dia ha sido hacer el puzzle de sunggyu,2016-09-04 16:37:57+00:00,es,0
772440552252014592,598404732,"@mehdi_fcb10 he llorado, me habia quedado a medias con el ultimo capitulo de una serie y paaaaaaam que sufrimiento en latino",2016-09-04 14:25:53+00:00,es,0
772438627817316352,527327690,yo queria que callie y wyatt siguiesen juntos,2016-09-04 14:18:14+00:00,es,0
772438625594335232,230301157,"lo peor es que yo me marche cuando @olvihormigos se empezo a relacionar con la gente de la disco, yo queria tomarme una copita con ella",2016-09-04 14:18:14+00:00,es,0
772449022913241088,395961685,"y claro, como ella me ve fea y gorda pues lo que hay, da gusto vivir con alguien asi",2016-09-04 14:59:33+00:00,es,0
772490608887885824,180207005,y ya estoy en ese momento en el que estoy suscrito a los boletines de 12 embajadas y sus correspondientes agencias de investigacion,2016-09-04 17:44:47+00:00,es,neu
772483714257395712,725298149783408640,"@doloresparis es que no, ya estoy cansado",2016-09-04 17:17:24+00:00,es,0
772487315042209792,257053584,@se_wilk @ciutadanscs @prensacs @mrhciudadanos @alfonsorojopd gran capacidad de analisis de @inesarrimadas en esa entrevista vision,2016-09-04 17:31:42+00:00,es,1
771432153376821248,568357146,"increible pero cierto, hoy hay 2º video en el 1º canal  poco a poco volvemos a la actividad, despues de un descanso tengo muchas ganas",2016-09-01 19:38:52+00:00,es,1
771432130886901760,4901734665,@llillitto @carreracsic @trofeojose_cano @correporsiria @mediodemadrid @mitinatletismo @nortevssur1 gracias  me lo paso genial haciendolo,2016-09-01 19:38:47+00:00,es,1
771431409340809216,1106158656,muy preocupada porque no me crecen mas uñas desde que intente pegar las postizas con superglu en vez de con el pegamento cosmetico,2016-09-01 19:35:55+00:00,es,0
771431380676911104,733645859162882048,"hoy he visto cazafantasmas por fin aunque no ha sido un peliculon (para mi, me ha mantenido entretenido las dos horas que dura",2016-09-01 19:35:48+00:00,es,1
771349277226438656,1584328556,"me voy a las 6 a madrid y me esperan 6 horitas en un autobus, seguramnete lleno de gente, porque mi suerte funciona asi",2016-09-01 14:09:33+00:00,es,0
771407412096008192,4838236113,me veia hermosa con ese septum me lo voy a poner otra vez se que os suda la polla pero pa eso esta twitter https://tco/nl7ggddbu5,2016-09-01 18:00:33+00:00,es,1
771450397051457536,251166467,las mejores fotos son las que no se ven,2016-09-01 20:51:22+00:00,es,1
771422391499104256,1849054412,"@lucas_egea92 que bolsa tan poco ergonomica, ahi solo cabe un pepino del mercadonaah que no es para ese tipo de pepinos nooki  jaja",2016-09-01 19:00:05+00:00,es,0
771421546502057984,291723124,"@selenevirus un poquito pero es normal porque es oscuro anyways, sigue viendosete un poquito pelirrojo reflejos o algo asi",2016-09-01 18:56:43+00:00,es,neu
771346551918718976,1594104602,la verdad es que hoy tengo un buen dia,2016-09-01 13:58:43+00:00,es,1
771345696775700480,1686023694,algo bueno que le puedo encontrar al incendio de villava es que esta tan cerca del instituto seria una pena que se quemase,2016-09-01 13:55:19+00:00,es,1
771434955733884928,733645859162882048,@lleonardpler ya ves eso es fundamental,2016-09-01 19:50:00+00:00,es,neu
771413397707587584,365143716,@danimonti77 que cabrito   y te quito años  @angelbergada23 perdonale porque no sabe lo que dice o si  abrazo a los dos,2016-09-01 18:24:20+00:00,es,0
771436006532874240,150293517,@ruestern a mi ponme lluvia y quitame grados,2016-09-01 19:54:11+00:00,es,none
771387135538696192,4157184820,mi drama es que ahora me sale primero @taracanto en vez de @/blascanto y me confundo bc costumbre de dar al primer user,2016-09-01 16:39:59+00:00,es,0
771377812053819392,162756955,que dificil es retomar los estudios despues de dos meses sin tocar un libro pereza ganascero septiembre=examen,2016-09-01 16:02:56+00:00,es,0
771428188400615424,129510550,"@requefer una de las que tiene mejores indicadoras, pero que es totalmente privada y no abramos esa puerta sin debate previo",2016-09-01 19:23:07+00:00,es,1
771457906516566016,2985852796,"@claudiosensasao @msrose_84 @geraldine_balme cada vez sois mas las risas estan aseguradas entonces mañana preguntamos, dadlo por hecho",2016-09-01 21:21:12+00:00,es,1
771460772790669312,5935522,@claranyannyan y lo bonitas que las tienes,2016-09-01 21:32:35+00:00,es,1
771471627628515328,888911822,@dianamenendez97 tengo un examen pero me cago como si tuviera 58  graxias bb mañana veras mi cara de felicidad en el mejor estado,2016-09-01 22:15:43+00:00,es,neu
771471322283175936,276010271,"@gregollaniz @juliorj10 hablaba normal, con alguien, antes de q usted se metiera insultando deberia tener mas educacion",2016-09-01 22:14:31+00:00,es,0
771480890627219456,184787400,@almudenadiazact hombre no le pidas una resolucion hd a mi pulso viejuno y con la camara del movil  pero es pequeñita y chula,2016-09-01 22:52:32+00:00,es,neu
771342004303306752,2995682745,volvemos con energia y carta nueva elche columpiobar https://tco/9zwgh0fkrq,2016-09-01 13:40:39+00:00,es,1
771320208585809920,2431792699,"@_andresgomez_ asegurate de que no es cuestion de tu dispositivo o conexion a internet si es es asi, envianos un mail a info@wuolahcom",2016-09-01 12:14:02+00:00,es,none
771318840949178368,296409467,"primer dia de adaptacion, superado esllaut  @avcanpastilla https://tco/z2zbxcn6vv",2016-09-01 12:08:36+00:00,es,1
771318170435084288,257988500,@michaelperrinow @dandastur la pena es que no incluya a modo de extra el original con el de consola te lo regalaban con el preorder,2016-09-01 12:05:56+00:00,es,0
771339035445002240,1899680774,feliz septiembrees bonito retarsees increible lo mucho que puedes aprender medirse con el obstaculoeres la joyita de la corona,2016-09-01 13:28:51+00:00,es,1
771341281410838528,807773754,"en fin, ya veis lo duro que es comer solo hojas, la mala pinta que tiene y lo mal que sabe",2016-09-01 13:37:46+00:00,es,0
771354989490999296,1258019696,"@auronplay que casualidad que la primera llamada que le hacen al ""arruinado"" la coge,pero las otras nono sera que es el mismo un abrazo",2016-09-01 14:32:15+00:00,es,0
771332534118514688,770275903272263680,"mcs quereis un header como los que hicimos ayer hablanos, colabora y echate un free para nosotros y sera vuestro se agradece rt",2016-09-01 13:03:01+00:00,es,none
771366862357692416,155279964,de verdad hay que esperar hasta el verano que viene para ver la nueva temporada de juego de tronos que habremos hecho para merecer esto,2016-09-01 15:19:25+00:00,es,0
771360730960498688,2284123123,"hola que tal, yo esta noche me tengo que curar sola los puntos y soy muy inutil para quitarme incluso el aposito  todo bien",2016-09-01 14:55:04+00:00,es,0
771135475885244416,1530650904,@neuroticcritic dejas al novio y a los dos dias ya estas con otro y yo soltero desde el 96 la vida es demasiado injusta conmigo,2016-08-31 23:59:59+00:00,es,0
771206429445238784,160881917,"hablando en serio, como no apruebe matematicas me tiro desde la ventana de mi cuarto, que es un decimo y asi no sobrevivo",2016-09-01 04:41:55+00:00,es,0
771305040585879552,584939125,@swaggerasdfgh si que podria pero me iria fatal en dos asignaturas que son griego y latin ya que en mi vida he dado eso,2016-09-01 11:13:46+00:00,es,0
771303869896728576,3973480319,q los gp de la caixa (y otros manipulen el ibex es una bendicio gracias a ellos podemos arrañar alg son autenticos pardillos,2016-09-01 11:09:07+00:00,es,0
771323341034627072,1236255948,estoy contenta y cagadisima a la vez,2016-09-01 12:26:29+00:00,es,neu
771308169687556096,778740877,@lucianogueras entiendo que en el mal sentido,2016-09-01 11:26:12+00:00,es,0
771300315786338304,3973480319,el descarado afan de la caixa por empujar las cotizaciones les esta delatando es la pauta del 2 de mayokung fu,2016-09-01 10:55:00+00:00,es,0
771327062766448640,51607182,lo unico que no me gusta de twitter es que no hay espacio suficiente para poner los creditos de las fotos y encima decir algo,2016-09-01 12:41:16+00:00,es,0
771754881514369024,49888297,trabajando con el equipo de @juliaenlaonda para el especial del proximo jueves ya os adelanto que va a ser un programon,2016-09-02 17:01:16+00:00,es,1
771713002148073472,147915075,salimos @uruguaya79 para zaragoza  fin de semana unico,2016-09-02 14:14:52+00:00,es,1
771791798251429888,459466570,"@elmundoes logico, con experiencia internacional en paraisos fiscales",2016-09-02 19:27:58+00:00,es,none
771789930569891840,1194867408,@adrimoeg bienvenido de arriba sanchez jajaaa,2016-09-02 19:20:33+00:00,es,1
771669847725834240,1653958063,@crtkftauryn que no en serio,2016-09-02 11:23:23+00:00,es,neu
771775354671357952,14166099,@marcenuela son los leggins esos que son como de lycra  quiero unos pero solo los encuentro de talla unica y mis muslos son gordis,2016-09-02 18:22:38+00:00,es,neu
771774697595924480,2338192478,@lidiawblog que es un envidiosillo,2016-09-02 18:20:01+00:00,es,0
771778248200056832,16273445,"@ximnart ya, aun asi no me fio de la gente",2016-09-02 18:34:07+00:00,es,0
771752935369965568,432321938,"hasta tal punto, que al comprar las entradas no hay opcion de coger la vip, pero aun asi ellas por arte de magia la tienen",2016-09-02 16:53:32+00:00,es,1
771550679965896704,1709594539,pero si eres mi pelado  @slammactivao,2016-09-02 03:29:51+00:00,es,neu
771468748607881216,375332625,"@bigotingos ilustres, jose que facil salen los insultos viendo como hemos empezado burgos y murcia",2016-09-01 22:04:17+00:00,es,0
771627153033080832,1891710061,"@unaneliaa neliasticos dias, casi vecinos a 800 años luz aun viajando a la vel de la luz se tardan 800 años lol esta dificil para ir",2016-09-02 08:33:44+00:00,es,0
771602788346245120,314723391,@elenaarnaiz @pruebatmagazine muchas gracias feliz dia,2016-09-02 06:56:55+00:00,es,1
771801538310307840,1020732883,"@leonjorgedotcom my dear, has leido mi mail sinpresion",2016-09-02 20:06:40+00:00,es,none
771694556005924864,314723391,@comunikaa2 me alegro mucho es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra mision,2016-09-02 13:01:34+00:00,es,1
771483838908395520,771718602,de verdad ojala hacerme fotos bonitas,2016-09-01 23:04:15+00:00,es,1
771508327511683072,2405515886,@avadadobreva ah wno no es que me pase nada es que cuando el hype esta tan alto y se habla tanto tengo la sensacion de que ya la he visto,2016-09-02 00:41:33+00:00,es,none
771499337834725376,4251367887,pos yo tambien estoy triste,2016-09-02 00:05:50+00:00,es,0
771748984784314368,2797611750,@ananda____ ahora entiendo xq me llaman enfermo mental,2016-09-02 16:37:51+00:00,es,0
771818323378003968,381691298,"@piusgasso @rosannagg @kikojavigil @jvilladelpratf1 ""futbolizando"" la aficion auitomovilistica",2016-09-02 21:13:22+00:00,es,none
771859162196238336,193503462,y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy scort  no cobro dos lochas ni doy culo gratis como muchos,2016-09-02 23:55:39+00:00,es,0
771911253002452992,900606272,apagado o fuera de cobertura,2016-09-03 03:22:38+00:00,es,none
771814701454004224,867820944,"curioso,  en cada jornada de segunda division - y van 3- se ha dado un 3-3  quiza por eso lo de liga123",2016-09-02 20:58:59+00:00,es,neu
771844261365121024,1273036590,@giorgiojater pero tampoco hace falta abrirlo para hablar,2016-09-02 22:56:26+00:00,es,neu
772889655100469248,3381670870,"me quedan 2 capitulos de la sexta temporada de pll, y no quiero acabarla porque sino hasta que doblen la 7 no podre ver nada mas",2016-09-05 20:10:28+00:00,es,neu
772755920375914496,2862920999,@tidxs_ ay  mejor eso que nada no,2016-09-05 11:19:03+00:00,es,1
772831745041457152,187680767,"tenemos que hacer una performance para el viernes, he dicho de adaptar el 'que hases besando a la maldita lisiada' y no han querido",2016-09-05 16:20:21+00:00,es,0
772882913696313344,1930632042,"@angryesmeralda snif el curso empezaba hoy y yo tengo un rol con jane he puesto que yu se ha sentado a su lado, te importa",2016-09-05 19:43:40+00:00,es,none
772872089489539072,2412554661,"@pasapalabrat5 @raquelbielsa @_fraanb_ gracias, lo unico que me hace feliz es escuchar musica, adivinar y ganar",2016-09-05 19:00:40+00:00,es,1
772863690681020416,716240084836696064,@wgwillyg el mejor bae que he tenido,2016-09-05 18:27:17+00:00,es,1
772787607428329472,85183912,@ladyeternalsed son mucho mas emotivos,2016-09-05 13:24:57+00:00,es,1
772792232164360192,2446017367,ultimamente estoy  y no me gusta estar  deberia estar  pero no puedo estar  porque estoy  y eso me hace estar mas  sabeis,2016-09-05 13:43:20+00:00,es,0
772808105243635712,2447642490,desde que he vuelto a mi casa se llevan todos bien porque cada vez que pasa algo me echan la culpa a mi y se quedan tan tranquilos,2016-09-05 14:46:25+00:00,es,1
772781751127142400,148384478,@ivanmiguez_ lol miguez tu eres guapo no le hagas ni caso no ves que es vasca y alli no se folla pero no es culpa tuya,2016-09-05 13:01:41+00:00,es,0
772744002303033344,158489887,@susanatruiz eres muy pero que muy inteligente,2016-09-05 10:31:41+00:00,es,1
772797612994990080,200826629,creo que cuando llegue al penultimo capitulo de la serie y lo termine no voy a querer ver el ultimo porque no quiero que se acabe,2016-09-05 14:04:43+00:00,es,0
772796443623129088,299851241,@desireedelgado yo llevo medio verano debajo de la dichosa maquina menudo verano largo este año de sofoco,2016-09-05 14:00:04+00:00,es,0
772796181441343488,2242513688,"@kraulot si trabajas de autonomo vale, pero precios para conseguir los 20 gb, yoigo es lo mas barato y yo sin eso muero en asturias",2016-09-05 13:59:02+00:00,es,neu
772645340893831168,4824081057,@migferdi en toda españa ahora mismo,2016-09-05 03:59:38+00:00,es,none
772673447155666944,730281684969635840,@yasminalbolopez @pablolopezmusic buena nana para dormir,2016-09-05 05:51:20+00:00,es,1
772563510136111104,113874203,@bunnlock joe  a mi me duran mazo pero si que pense en pillarme un primer para otros que no me vayan tan bien,2016-09-04 22:34:29+00:00,es,neu
772653806949638144,3303552497,"de esto que sueñas que estas comiendo poutine, te despiertas, ves que no hay poutine y quieres llorar  pocas cosas echo mas de menos",2016-09-05 04:33:17+00:00,es,0
772733647208214528,359496958,"@stellone_cthun al volante, peligro constante enhorabuena",2016-09-05 09:50:32+00:00,es,1
772718540776431616,892806218,"""uno muere con esos labios y esa mirada que tienes estando tan cerca eh 🙈☺️"" ""ummm y dandote besos"" me dice, pero a ver",2016-09-05 08:50:31+00:00,es,1
772716470321152000,249665665,"@tioptra cada vez que la escucho es como si fuera la primera vez y ese ""nothing really matters"" to me del final me mata",2016-09-05 08:42:17+00:00,es,1
772586104939810816,54388062,@erika_boje seria un puntazo que te dieran los domingos de descanso o que trabajases de mañana y asi tener la tarde libre para verlo,2016-09-05 00:04:16+00:00,es,neu
772402420727029760,378704659,"era logico quel dj del reggaeton de mae west no pusiera la cancion de la tentacion, tanto la del lobo como la del kokodrilo desepsion",2016-09-04 11:54:22+00:00,es,0
772416369723924480,5653732,@pasku1  lo has leido  promulga un socialismo utopico con bases en el decrecimiento y en el arte como parte fundamental del trabajo,2016-09-04 12:49:48+00:00,es,none
772923565536604160,285319032,"@cris_potterhead de verdad, ya se que no nos hemos visto en persona, pero q si te quedas mas tranquila, yo voy contigo un dia de estos",2016-09-05 22:25:12+00:00,es,none
772965124466417664,124915538,lo peor de estar malo y tirarse toooooodo el dia durmiendo es que ahora por la noche no me duerme ni el tato,2016-09-06 01:10:21+00:00,es,0
773017884968808448,214151594,buenos dias bbs que tal yo mal,2016-09-06 04:40:00+00:00,es,0
772940864733777920,1597873632,me pongo al dia con re:zero en dos dias y medio y ahora me dejan una semana intrigado por el final del capitulo esto no se hace eh,2016-09-05 23:33:57+00:00,es,0
772918438863986688,3333291371,no se por que me mandas esto si ya sabes todo jaaaaa pero bueno que te echo de menos y  ojala veas pronto a alv y a los chicos,2016-09-05 22:04:50+00:00,es,0
772938399426703360,237295858,@fevafer tio no me lo recuerdes,2016-09-05 23:24:09+00:00,es,0
772937357439954944,2242513688,@kraulot hahahaha yo aqui esperando impaciente,2016-09-05 23:20:01+00:00,es,0
772934153880961024,189636287,es que por las noches en mi cuarto y mi sobremesa me angustio sabeis me vengo al sofa con el portatil y el ventilador y eso,2016-09-05 23:07:17+00:00,es,0
772946556299440128,636306639,pero cada vez lo tengo mas claro,2016-09-05 23:56:34+00:00,es,neu
772952864964677632,522330468,ojala no me diese miedo aprender a usar a aurelion y tener malas partidas con el pero me pongo tan sad cuando lo hago mal que,2016-09-06 00:21:38+00:00,es,0
772957382926360576,921353522,"en serio, te amo @leodicaprio",2016-09-06 00:39:35+00:00,es,1
772994853726715904,1026311792,@pimpamplay y son mas de las 5 de la mañana y encima mañana vuelve a ser dia de grabacion todo sea por dejar todo preparado,2016-09-06 03:08:29+00:00,es,1
773000337972133888,546750941,no soy capaz de dormir,2016-09-06 03:30:16+00:00,es,0
772909095653412864,523084894,intentar rescatar un gato que alguien irresponsable abandono y que antes de que lo consigas se lo coma el pitbull de tu vecino jodid@,2016-09-05 21:27:43+00:00,es,0
772921590556295168,285319032,"@cris_potterhead y a veces la aguja de analisis es peor para los moratones y el dolor que la de donar sangre, te recomiendo que no mires",2016-09-05 22:17:22+00:00,es,0
772912307328409600,2752740849,"@carolinaftam jo,es que es mortal",2016-09-05 21:40:28+00:00,es,neu
772916003118391296,393557668,"@lukasamico @frankpornolover jaja, no lo se pero como no vivo de eso, tengo el privilegio de decir lo que opinio  a ver si nos vemos ",2016-09-05 21:55:09+00:00,es,1
772904194768535552,43502365,@lunasyney no puedo meterme con el ix porque su diseño es precioso y porque lo que jugue antes de perderme y dejarlo me encanto,2016-09-05 21:08:14+00:00,es,1
772135006298841088,1381428650,@loulogio_pi lo importante es que la serie pueda seguir no importa si es otra partida mientras esteis los 2 y sea en el mismo punto,2016-09-03 18:11:45+00:00,es,1
772017653653307392,1123306465,@ladygraphene a la proxima a ver si os veo,2016-09-03 10:25:26+00:00,es,none
